,Country,Fatal,Injury_type,Activity_type
4063,USA,N,no harm,Sole cases or undescribed activities
4064,MEXICO,Y,Fatal,Sole cases or undescribed activities
4065,AZORES,N,no harm,Fishing
4066,AUSTRALIA,N,no harm,Swimming
4067,JAPAN,N,no harm,Sole cases or undescribed activities
4069,USA,N,no harm,Diving
4070,USA,Y,Fatal,Swimming
4071,USA,N,Upper limbs,Fishing
4073,USA,N,no harm,Swimming
4074,CROATIA,N,Upper limbs,Fishing
4075,JAPAN,Y,Fatal,Swimming
4076,USA,N,Lower limbs,Sole cases or undescribed activities
4077,USA,N,no harm,Sole cases or undescribed activities
4079,USA,N,no harm,Sole cases or undescribed activities
4080,USA,N,Lower limbs,Surfing
4081,JAPAN,Y,Fatal,Sole cases or undescribed activities
4082,USA,N,no harm,Sole cases or undescribed activities
4083,USA,N,no harm,Fishing
4084,USA,N,Lower limbs,Shark fishing
4085,CARIBBEAN SEA,Y,Fatal,Sole cases or undescribed activities
4086,USA,N,Upper limbs,Diving
4087,NORTH ATLANTIC OCEAN,N,no harm,Sole cases or undescribed activities
4088,MEXICO,Y,Fatal,Sole cases or undescribed activities
4089,TURKEY,N,Severe,Sole cases or undescribed activities
4090,MEXICO,Y,Fatal,Swimming
4091,USA,Y,Fatal,Diving
4093,SOUTH AFRICA,N,no harm,Swimming
4094,USA,N,Minor,Sole cases or undescribed activities
4095,USA,Y,Fatal,Swimming
4096,USA,N,Severe,Swimming
4097,MID ATLANTIC OCEAN,N,Lower limbs,Sole cases or undescribed activities
4098,AUSTRALIA,N,Lower limbs,Swimming
4099,AUSTRALIA,N,No harm,Diving
4101,SOUTH AFRICA,N,Minor,Fishing
4102,AUSTRALIA,N,Bitten,Swimming
4103,USA,N,Lower limbs,Swimming
4104,PHILIPPINES,Y,Fatal,Boating
4106,AUSTRALIA,N,no harm,Fishing
4107,VENEZUELA,N,Upper limbs,Boating
4108,PAPUA NEW GUINEA,N,Upper limbs,Fishing
4109,SOLOMON ISLANDS,Y,Fatal,Swimming
4110,SOUTH AFRICA,N,Severe,Swimming
4111,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
4112,ECUADOR,N,Lower limbs,Fishing
4113,AUSTRALIA,N,Lower limbs,Swimming
4114,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
4115,AUSTRALIA,N,Minor,Surfing
4116,SOUTH AFRICA,N,Lower limbs,Swimming
4117,NEW GUINEA,N,Lower limbs,Sole cases or undescribed activities
4118,MOZAMBIQUE,Y,Severe,Swimming
4119,AUSTRALIA,N,Abrasions,Swimming
4120,SOUTH KOREA,Y,Fatal,Swimming
4121,INDIA,Y,Severe,Sole cases or undescribed activities
4122,ATLANTIC OCEAN,N,Upper limbs,In kayak or canoe
4123,PAPUA NEW GUINEA,N,Minor,Fishing
4124,PAPUA NEW GUINEA,N,Minor,Fishing
4125,PAPUA NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
4126,PAPUA NEW GUINEA,N,Bitten,Fishing
4128,PAPUA NEW GUINEA,N,Severe,Sole cases or undescribed activities
4129,SOUTH AFRICA,Y,Fatal,Swimming
4130,USA,Y,Fatal,Surfing
4131,AMERICAN SAMOA,Y,Fatal,Sole cases or undescribed activities
4132,AUSTRALIA,Y,Fatal,Swimming
4133,SOUTH AFRICA,N,no harm,Fishing
4134,PAPUA NEW GUINEA,Y,Fatal,Swimming
4135,USA,N,no harm,Fishing
4136,USA,N,Severe,Swimming
4137,USA,N,no harm,Sole cases or undescribed activities
4138,MEXICO,N,Severe,Shark fishing
4139,PAPUA NEW GUINEA,N,Severe,Sole cases or undescribed activities
4140,ANDAMAN / NICOBAR ISLANDAS,Y,Fatal,Sole cases or undescribed activities
4141,BAHAMAS,N,Upper limbs,Fishing
4142,USA,N,Bitten,Swimming
4143,MEXICO,N,No harm,Boating
4144,CROATIA,N,Severe,Swimming
4145,MEXICO,Y,Fatal,Swimming
4146,USA,N,Lower limbs,Swimming
4147,USA,N,Severe,Swimming
4148,USA,Y,Fatal,Sole cases or undescribed activities
4149,KENYA,Y,Fatal,Swimming
4150,PACIFIC OCEAN,Y,Fatal,Sole cases or undescribed activities
4151,PACIFIC OCEAN,N,Upper limbs,Sole cases or undescribed activities
4152,USA,N,Lower limbs,Diving
4153,PAPUA NEW GUINEA,Y,Fatal,Swimming
4154,BAHAMAS,N,Severe,Swimming
4155,USA,N,Lower limbs,Sole cases or undescribed activities
4156,USA,N,Severe,Sole cases or undescribed activities
4157,USA,N,Lower limbs,Sole cases or undescribed activities
4158,USA,N,Lower limbs,Swimming
4161,USA,N,Lower limbs,Diving
4162,TAIWAN,N,Bitten,Diving
4163,SOUTH AFRICA,Y,Fatal,In kayak or canoe
4164,SOUTH AFRICA,Y,Fatal,Swimming
4165,PAPUA NEW GUINEA,N,Upper limbs,Fishing
4167,USA,N,Severe,Swimming
4168,AUSTRALIA,N,Lower limbs,Surfing
4169,AUSTRALIA,N,Minor,Surfing
4170,JAPAN,N,Severe,Sole cases or undescribed activities
4171,SOUTH AFRICA,Y,Fatal,Swimming
4172,TONGA,N,Lower limbs,Swimming
4173,SAMOA,N,Upper limbs,Shark fishing
4174,PANAMA,N,Upper limbs,Diving
4175,PAPUA NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
4176,PAPUA NEW GUINEA,Y,Fatal,Swimming
4177,PAPUA NEW GUINEA,Y,Fatal,Swimming
4178,PAPUA NEW GUINEA,N,Upper limbs,Fishing
4179,SOUTH AFRICA,N,no harm,Fishing
4180,SOUTH AFRICA,Y,Fatal,Fishing
4181,AUSTRALIA,N,no harm,Swimming
4182,SOUTH AFRICA,N,Severe,Sole cases or undescribed activities
4183,SOUTH AFRICA,N,Severe,Diving
4184,SOUTH AFRICA,Y,Fatal,Swimming
4185,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
4186,SOUTH AFRICA,N,Severe,Surfing
4188,AUSTRALIA,N,no harm,Fishing
4189,SOLOMON ISLANDS,Y,Fatal,Sole cases or undescribed activities
4190,SOLOMON ISLANDS,Y,Fatal,Sole cases or undescribed activities
4192,USA,N,Lower limbs,Shark fishing
4193,USA,N,no harm,Swimming
4194,USA,Y,Fatal,Swimming
4195,AUSTRALIA,N,Upper limbs,Diving
4196,CUBA,N,no harm,Sole cases or undescribed activities
4197,AUSTRALIA,N,Severe,Swimming
4198,SOLOMON ISLANDS,N,Lower limbs,Fishing
4199,USA,N,Lower limbs,Sole cases or undescribed activities
4200,USA,Y,Fatal,Swimming
4201,AUSTRALIA,N,Minor,Surfing
4202,USA,N,Severe,Sole cases or undescribed activities
4203,AUSTRALIA,N,Upper limbs,Swimming
4204,PAPUA NEW GUINEA,N,Severe,Diving
4205,SOLOMON ISLANDS,N,Severe,Diving
4206,FIJI,N,Severe,Swimming
4207,USA,N,Lower limbs,Swimming
4208,AUSTRALIA,UNKNOWN,Bitten,Sole cases or undescribed activities
4209,USA,N,Minor,Diving
4210,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
4211,SRI LANKA,N,Fatal,Fishing
4212,USA,N,Severe,Swimming
4213,CUBA,N,Fatal,Sole cases or undescribed activities
4214,CUBA,N,no harm,Fishing
4215,CUBA,Y,Fatal,Shark fishing
4216,USA,N,no harm,Diving
4217,FIJI,N,Lower limbs,Fishing
4219,PAPUA NEW GUINEA,Y,Fatal,Fishing
4221,PAPUA NEW GUINEA,Y,Fatal,Fishing
4222,PAPUA NEW GUINEA,Y,Fatal,Swimming
4223,PAPUA NEW GUINEA,Y,Fatal,Swimming
4224,GABON,Y,Fatal,Swimming
4225,NEW ZEALAND,N,Bitten,Fishing
4226,SOUTH AFRICA,N,Minor,Diving
4227,PAPUA NEW GUINEA,N,Upper limbs,Swimming
4228,SENEGAL,N,Lower limbs,Diving
4229,PAPUA NEW GUINEA,Y,Fatal,Fishing
4230,USA,N,Lower limbs,Surfing
4231,,Y,Fatal,Sole cases or undescribed activities
4232,MAYOTTE,Y,Fatal,Fishing
4234,PAPUA NEW GUINEA,Y,Fatal,Fishing
4235,PAPUA NEW GUINEA,N,Lower limbs,Fishing
4236,USA,Y,Fatal,Diving
4237,AUSTRALIA,N,Upper limbs,Diving
4238,USA,N,Lower limbs,Swimming
4239,SOUTH AFRICA,N,no harm,Diving
4240,UNITED KINGDOM,Y,Fatal,Shark fishing
4241,UNITED KINGDOM,Y,Fatal,Shark fishing
4242,MALTA,N,no harm,Fishing
4243,PAPUA NEW GUINEA,N,Severe,Fishing
4244,PAPUA NEW GUINEA,N,Lower limbs,Fishing
4245,USA,Y,Fatal,Swimming
4246,USA,N,Minor,Fishing
4247,MALTA,Y,Fatal,Swimming
4248,USA,N,Lower limbs,Sole cases or undescribed activities
4249,USA,N,Severe,Swimming
4250,AUSTRALIA,N,Lower limbs,Surfing
4251,PORTUGAL,Y,Fatal,Fishing
4252,MID ATLANTIC OCEAN,Y,Fatal,Sole cases or undescribed activities
4253,SOUTH AFRICA,N,no harm,Fishing
4254,CUBA,Y,Fatal,Diving
4255,AUSTRALIA,N,Bitten,Diving
4257,AUSTRALIA,N,Lower limbs,Swimming
4258,AUSTRALIA,Y,Fatal,Surfing
4259,AUSTRALIA,N,no harm,Sole cases or undescribed activities
4260,AUSTRALIA,Y,Fatal,Diving
4262,AUSTRALIA,N,Lower limbs,Diving
4263,COSTA RICA,Y,Fatal,Swimming
4264,AUSTRALIA,N,no harm,Surfing
4265,PAPUA NEW GUINEA,N,Lower limbs,Diving
4266,,Y,Fatal,Sole cases or undescribed activities
4267,GREECE,Y,Fatal,Swimming
4268,USA,N,Lower limbs,Shark fishing
4270,PAPUA NEW GUINEA,N,Fatal,Sole cases or undescribed activities
4271,PAPUA NEW GUINEA,N,Lower limbs,Sole cases or undescribed activities
4272,PAPUA NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
4273,AUSTRALIA,N,no harm,Sole cases or undescribed activities
4274,USA,N,no harm,Fishing
4275,PAPUA NEW GUINEA,N,Lower limbs,Swimming
4276,PAPUA NEW GUINEA,N,Severe,Swimming
4277,AUSTRALIA,N,Upper limbs,Swimming
4278,NORTH PACIFIC OCEAN,Y,Fatal,Sole cases or undescribed activities
4279,NORTH PACIFIC OCEAN,N,Bitten,Sole cases or undescribed activities
4280,USA,N,Upper limbs,Sole cases or undescribed activities
4281,USA,N,Lower limbs,Swimming
4282,USA,N,Minor,Sole cases or undescribed activities
4283,JAPAN,Y,Fatal,Fishing
4285,CROATIA,Y,Fatal,Swimming
4286,AMERICAN SAMOA,Y,Fatal,Swimming
4287,USA,N,Minor,Fishing
4288,NORTH ATLANTIC OCEAN ,N,no harm,Swimming
4289,AUSTRALIA,N,Severe,Fishing
4290,JAPAN,Y,Fatal,Sole cases or undescribed activities
4291,USA,N,Lower limbs,Sole cases or undescribed activities
4292,MONTENEGRO,Y,Fatal,Swimming
4293,YEMEN,Y,Fatal,Swimming
4294,USA,N,Severe,Swimming
4295,PAPUA NEW GUINEA,N,Severe,Swimming
4296,PAPUA NEW GUINEA,N,Upper limbs,Swimming
4297,PAPUA NEW GUINEA,N,no harm,Swimming
4298,USA,N,Upper limbs,Boating
4299,AUSTRALIA,Y,Fatal,Surfing
4300,PAPUA NEW GUINEA,N,Lower limbs,Swimming
4301,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
4302,USA,N,Severe,Diving
4304,AUSTRALIA,Y,Fatal,Swimming
4305,INDIA,N,Lower limbs,Fishing
4306,AUSTRALIA,N,no harm,In kayak or canoe
4307,AUSTRALIA,N,no harm,In kayak or canoe
4308,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
4309,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
4311,CUBA,N,Upper limbs,Fishing
4312,MADAGASCAR,Y,Fatal,Sole cases or undescribed activities
4313,USA,N,Lower limbs,Swimming
4314,COLUMBIA,N,Lower limbs,Swimming
4315,PAPUA NEW GUINEA,N,Bitten,Sole cases or undescribed activities
4316,AMERICAN SAMOA,Y,Fatal,Swimming
4317,AUSTRALIA,Y,Fatal,Swimming
4318,PAPUA NEW GUINEA,Y,Fatal,Swimming
4319,SOUTH AFRICA,N,Severe,Swimming
4320,USA,N,Upper limbs,Swimming
4321,USA,Y,Lower limbs,Sole cases or undescribed activities
4322,UNITED KINGDOM,N,Upper limbs,Fishing
4325,USA,N,Minor,Swimming
4326,HONG KONG,Y,Fatal,Swimming
4327,AUSTRALIA,Y,Fatal,Swimming
4328,ITALY,N,Severe,Swimming
4329,CUBA,N,Lower limbs,Swimming
4330,CUBA,N,Severe,Swimming
4331,ECUADOR,N,Lower limbs,Fishing
4332,SINGAPORE,Y,Fatal,Diving
4333,ITALY,N,no harm,Fishing
4334,THE BALKANS,Y,Fatal,Swimming
4335,USA,N,Lower limbs,Sole cases or undescribed activities
4336,BERMUDA,N,Minor,Swimming
4337,GREECE,Y,Fatal,Swimming
4339,USA,N,Upper limbs,Shark fishing
4340,AUSTRALIA,N,Upper limbs,Diving
4341,HONG KONG,Y,Fatal,Swimming
4342,PAPUA NEW GUINEA,Y,Fatal,Diving
4343,PAPUA NEW GUINEA,N,Severe,Sole cases or undescribed activities
4345,SUDAN?,N,Lower limbs,Swimming
4346,AUSTRALIA,Y,Fatal,Swimming
4347,AUSTRALIA,N,Upper limbs,Swimming
4348,AUSTRALIA,N,Severe,Swimming
4349,ARGENTINA,N,Lower limbs,Swimming
4350,PAPUA NEW GUINEA,N,Lower limbs,Sole cases or undescribed activities
4351,IRAN,Y,Fatal,Sole cases or undescribed activities
4352,MARTINIQUE,N,Severe,Sole cases or undescribed activities
4353,MEXICO,Y,Fatal,Diving
4354,USA,N,Lower limbs,Fishing
4355,PAPUA NEW GUINEA,N,Severe,Swimming
4356,IRAN,Y,Fatal,Sole cases or undescribed activities
4358,SOUTH AFRICA,N,Lower limbs,Swimming
4359,SOUTH AFRICA,N,Upper limbs,Swimming
4360,AUSTRALIA,N,Severe,Swimming
4361,AUSTRALIA,N,no harm,Surfing
4362,AUSTRALIA,N,Severe,Sole cases or undescribed activities
4363,PHILIPPINES,Y,Fatal,Sole cases or undescribed activities
4364,USA,N,no harm,Diving
4365,USA,N,Upper limbs,Sole cases or undescribed activities
4366,USA,N,Lower limbs,Surfing
4367,USA,N,Lower limbs,Sole cases or undescribed activities
4368,MEXICO,N,no harm,Diving
4369,MEXICO,Y,Fatal,Sole cases or undescribed activities
4370,USA,Y,Fatal,Swimming
4371,USA,N,Upper limbs,Boating
4372,USA,N,Severe,Sole cases or undescribed activities
4375,USA,N,Lower limbs,Sole cases or undescribed activities
4376,PANAMA,N,Severe,Sole cases or undescribed activities
4377,AUSTRALIA,N,Upper limbs,Boating
4378,AUSTRALIA,N,Severe,Sole cases or undescribed activities
4379,USA,N,Lower limbs,Swimming
4380,IRAN,N,Severe,Sole cases or undescribed activities
4381,IRAN,N,Severe,Swimming
4382,AUSTRALIA,N,Upper limbs,Swimming
4383,AUSTRALIA,N,Abrasions,Swimming
4385,PAPUA NEW GUINEA,Y,Fatal,Boating
4386,USA,N,Upper limbs,Shark fishing
4387,AUSTRALIA,N,Severe,Swimming
4388,AUSTRALIA,N,Lower limbs,Swimming
4389,AUSTRALIA,N,Minor,Fishing
4390,AUSTRALIA,N,no harm,Fishing
4391,AUSTRALIA,N,Lower limbs,Swimming
4392,PAPUA NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
4393,USA,N,Lower limbs,Sole cases or undescribed activities
4394,AUSTRALIA,N,no harm,Surfing
4395,AUSTRALIA,N,Lower limbs,Fishing
4397,ITALY,N,Bitten,Fishing
4398,USA,Y,Fatal,Swimming
4399,USA,Y,Fatal,Surfing
4400,USA,Y,Fatal,Swimming
4401,PAPUA NEW GUINEA,N,Lower limbs,Fishing
4403,ITALY,Y,Severe,Fishing
4404,USA,N,no harm,Fishing
4405,USA,N,Minor,Fishing
4406,USA,N,Bitten,Fishing
4407,USA,Y,Fatal,Boating
4408,USA,N,Upper limbs,Fishing
4409,USA,N,Lower limbs,Swimming
4410,USA,N,Lower limbs,Surfing
4411,AUSTRALIA,N,Minor,Fishing
4412,INDIA,N,Lower limbs,Fishing
4413,AUSTRALIA,N,no harm,Shark fishing
4414,SUDAN,N,Upper limbs,Swimming
4415,NETHERLANDS ANTILLES,N,Bitten,Shark fishing
4416,MAURITIUS,N,Minor,Swimming
4417,AUSTRALIA,N,Lower limbs,Surfing
4418,LIBERIA,Y,Fatal,Diving
4419,PAPUA NEW GUINEA,N,Upper limbs,Swimming
4420,PAPUA NEW GUINEA,Y,Fatal,Swimming
4421,PAPUA NEW GUINEA,Y,Fatal,Swimming
4422,USA,Y,Fatal,Swimming
4423,MOZAMBIQUE,Y,Fatal,Swimming
4424,AUSTRALIA,N,Lower limbs,Swimming
4425,MOZAMBIQUE,N,no harm,Swimming
4426,AUSTRALIA,Y,Fatal,Swimming
4427,SOUTH AFRICA,N,Lower limbs,Swimming
4428,JAMAICA,N,Upper limbs,Fishing
4429,SOUTH AFRICA,N,Severe,Swimming
4430,PHILIPPINES,Y,Fatal,Sole cases or undescribed activities
4431,AUSTRALIA,Y,Fatal,Swimming
4433,ITALY,Y,Fatal,Swimming
4434,ITALY,N,Minor,Fishing
4435,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
4436,GREECE,N,Severe,Swimming
4437,GREECE,Y,Fatal,Swimming
4438,ITALY,N,no harm,Diving
4439,COLUMBIA,Y,Fatal,Swimming
4440,USA,N,Severe,Sole cases or undescribed activities
4441,PACIFIC OCEAN,N,Lower limbs,Sole cases or undescribed activities
4442,USA,Y,Fatal,Fishing
4443,FRENCH POLYNESIA,N,Bitten,Swimming
4444,MEXICO,N,Severe,Diving
4446,AUSTRALIA,N,Minor,Surfing
4447,AUSTRALIA,N,Severe,Surfing
4448,SOUTH AFRICA,N,Lower limbs,Surfing
4449,SOUTH AFRICA,N,Lower limbs,Surfing
4450,AUSTRALIA,N,Severe,Surfing
4451,AUSTRALIA,N,Lower limbs,Swimming
4452,SOUTH AFRICA,Y,Fatal,Swimming
4453,AUSTRALIA,N,Bitten,Sole cases or undescribed activities
4454,NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
4455,AUSTRALIA,N,no harm,Surfing
4456,AUSTRALIA,N,Lower limbs,Swimming
4457,AUSTRALIA,Y,Fatal,Swimming
4458,AUSTRALIA,N,Minor,Diving
4459,AUSTRALIA,N,Minor,Surfing
4460,AUSTRALIA,N,no harm,In kayak or canoe
4461,USA,N,Lower limbs,Surfing
4462,AUSTRALIA,N,Lower limbs,Fishing
4463,EL SALVADOR,N,Lower limbs,Fishing
4464,SAUDI ARABIA,N,Lower limbs,Diving
4465,AUSTRALIA,N,no harm,Fishing
4466,JAPAN,Y,Fatal,Swimming
4467,ITALY,N,Severe,Fishing
4468,CUBA,N,Lacerations,Sole cases or undescribed activities
4469,USA,N,Lower limbs,Swimming
4471,USA,N,Lower limbs,Diving
4472,USA,N,Lower limbs,Swimming
4473,USA,Y,Fatal,Sole cases or undescribed activities
4474,SOUTH AFRICA,N,Lower limbs,Swimming
4475,ITALY,N,no harm,Boating
4476,AUSTRALIA,Y,Fatal,Fishing
4477,SOUTH AFRICA,N,Minor,Boating
4478,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
4479,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
4480,AUSTRALIA,N,Severe,Sole cases or undescribed activities
4481,AUSTRALIA,N,Minor,Swimming
4482,SOUTH AFRICA,Y,Fatal,Surfing
4484,AUSTRALIA,N,Minor,Swimming
4485,AUSTRALIA,N,No harm,Sole cases or undescribed activities
4487,SRI LANKA,N,no harm,Swimming
4488,LIBERIA,Y,Fatal,Sole cases or undescribed activities
4489,INDONESIA,Y,Fatal,Sole cases or undescribed activities
4490,USA,N,Upper limbs,Sole cases or undescribed activities
4491,USA,N,Severe,Swimming
4492,PANAMA,N,Severe,Swimming
4493,GREECE,Y,Fatal,Swimming
4494,SINGAPORE,Y,Fatal,Diving
4495,NEW CALEDONIA,N,Upper limbs,Swimming
4496,NEW CALEDONIA,N,Upper limbs,Diving
4498,,Y,Fatal,Sole cases or undescribed activities
4499,AUSTRALIA,N,no harm,Sole cases or undescribed activities
4500,AUSTRALIA,N,Upper limbs,Diving
4501,AUSTRALIA,N,Fatal,Sole cases or undescribed activities
4502,AUSTRALIA,N,Severe,Swimming
4503,AUSTRALIA,Y,Fatal,Swimming
4504,ITALY,N,no harm,Swimming
4505,AUSTRALIA,N,Severe,Swimming
4506,ITALY,N,Severe,Swimming
4507,IRAN,N,Lower limbs,Swimming
4508,IRAN,Y,Fatal,Swimming
4509,USA,N,Severe,Swimming
4510,USA,N,Upper limbs,Fishing
4511,CHINA,Y,Fatal,Boating
4512,AUSTRALIA,N,Severe,Swimming
4513,AUSTRALIA,N,Upper limbs,Shark fishing
4514,AUSTRALIA,N,Minor,Fishing
4515,AUSTRALIA,Y,Fatal,Swimming
4518,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
4519,AUSTRALIA,N,no harm,Surfing
4520,AUSTRALIA,N,no harm,Surfing
4521,AUSTRALIA,N,Upper limbs,Sole cases or undescribed activities
4522,ITALY,N,no harm,Boating
4523,NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
4524,PAPUA NEW GUINEA,N,Lower limbs,Sole cases or undescribed activities
4525,PAPUA NEW GUINEA,N,Upper limbs,Sole cases or undescribed activities
4526,PAPUA NEW GUINEA,Y,Fatal,Swimming
4527,PAPUA NEW GUINEA,N,Severe,Swimming
4528,NEW GUINEA,Y,Fatal,Swimming
4529,AUSTRALIA,Y,Fatal,Swimming
4530,AUSTRALIA,Y,Fatal,Swimming
4531,IRAN,N,Severe,Sole cases or undescribed activities
4532,CUBA,N,No harm,Sole cases or undescribed activities
4533,AUSTRALIA,N,Severe,Fishing
4535,AUSTRALIA,N,Lower limbs,Diving
4536,GREECE,Y,Fatal,Swimming
4537,USA,N,Lower limbs,Swimming
4539,TURKEY,Y,Fatal,Swimming
4540,MID ATLANTIC OCEAN,Y,Fatal,Sole cases or undescribed activities
4541,IRAN,Y,Fatal,Swimming
4542,IRAN,Y,Fatal,Sole cases or undescribed activities
4543,IRAN,N,Lacerations,Swimming
4544,BAHAMAS,N,Lower limbs,Shark fishing
4545,USA,Y,Fatal,Swimming
4546,NORTHERN MARIANA ISLANDS,N,Minor,Swimming
4548,SOUTH AFRICA,N,Upper limbs,Boating
4549,KENYA,Y,Fatal,Sole cases or undescribed activities
4550,SENEGAL,N,Lower limbs,Sole cases or undescribed activities
4551,PAPUA NEW GUINEA,N,Lower limbs,Swimming
4552,USA,Y,Fatal,Sole cases or undescribed activities
4553,AUSTRALIA,Y,Fatal,Swimming
4554,AUSTRALIA,N,no harm,Surfing
4556,NEW GUINEA,N,Upper limbs,Fishing
4557,PAPUA NEW GUINEA,N,Severe,Swimming
4558,SOUTH AFRICA,N,no harm,Fishing
4559,AUSTRALIA,N,Lower limbs,Fishing
4560,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
4561,SENEGAL,Y,Fatal,Diving
4562,AUSTRALIA,N,No harm,Fishing
4563,AUSTRALIA,N,no harm,Surfing
4564,AUSTRALIA,N,no harm,Surfing
4565,AUSTRALIA,Y,Fatal,Swimming
4566,AUSTRALIA,N,Lower limbs,Swimming
4567,AUSTRALIA,Y,Fatal,Sole cases or undescribed activities
4568,AUSTRALIA,N,Lower limbs,Fishing
4569,BRAZIL,Y,Fatal,Swimming
4570,USA,Y,Fatal,Swimming
4573,SOUTH AFRICA,N,Lower limbs,Swimming
4575,USA,N,Lower limbs,Fishing
4576,AUSTRALIA,N,No harm,Fishing
4577,KENYA,N,Lower limbs,Swimming
4578,SOUTH AFRICA,N,Lower limbs,Swimming
4579,SOUTH AFRICA,N,Severe,Surfing
4580,AUSTRALIA,N,no harm,Surfing
4581,PACIFIC OCEAN,N,Minor,Boating
4582,SOUTH AFRICA,N,Severe,Sole cases or undescribed activities
4583,SOUTH AFRICA,N,Lower limbs,Swimming
4584,AUSTRALIA,N,no harm,Fishing
4585,BAHAMAS,N,Upper limbs,Shark fishing
4586,BRAZIL,Y,Fatal,Swimming
4587,AUSTRALIA,N,no harm,In kayak or canoe
4588,SOUTH AFRICA,N,Lower limbs,Swimming
4589,AUSTRALIA,N,Minor,Swimming
4591,AUSTRALIA,Y,Fatal,Diving
4592,MARSHALL ISLANDS,Y,Fatal,Fishing
4593,AUSTRALIA,N,Lower limbs,Swimming
4594,ISRAEL,N,Lacerations,Fishing
4595,AUSTRALIA,Y,Fatal,Swimming
4597,IRAN,N,Severe,Swimming
4599,TANZANIA,N,Lower limbs,Swimming
4600,AUSTRALIA,Y,Fatal,Swimming
4601,AUSTRALIA,N,no harm,Fishing
4602,AUSTRALIA,N,no harm,Fishing
4603,SOUTH AFRICA,N,Severe,Swimming
4604,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
4605,SOUTH AFRICA,N,Lower limbs,Swimming
4606,SOUTH AFRICA,N,Lower limbs,Swimming
4607,SOUTH AFRICA,N,Severe,Swimming
4608,AUSTRALIA,N,Lower limbs,Sole cases or undescribed activities
4609,SOUTH AFRICA,N,Lower limbs,Playing
4610,AUSTRALIA,Y,Fatal,Swimming
4611,SOUTH AFRICA,N,Lower limbs,Surfing
4612,SOUTH AFRICA,N,no harm,Sole cases or undescribed activities
4614,PERSIAN GULF,N,Severe,Sole cases or undescribed activities
4615,HONG KONG,Y,Fatal,Swimming
4616,OKINAWA,N,Upper limbs,Swimming
4617,JAPAN,Y,Fatal,Swimming
4618,IRAN,N,Severe,Swimming
4619,IRAN / IRAQ,N,Lower limbs,Sole cases or undescribed activities
4620,USA,Y,Fatal,Sole cases or undescribed activities
4621,PHILIPPINES,Y,Severe,Sole cases or undescribed activities
4622,JAVA,Y,Lower limbs,Sole cases or undescribed activities
4623,AUSTRALIA,Y,Fatal,Swimming
4624,USA,Y,Fatal,Swimming
4625,SOUTH AFRICA,N,Lower limbs,Sole cases or undescribed activities
4627,JAMAICA,N,Severe,Diving
4628,CUBA,Y,Fatal,Sole cases or undescribed activities
4629,PANAMA,N,Lower limbs,Swimming
4630,IRAQ,N,Lower limbs,Swimming
4631,PHILIPPINES,N,Upper limbs,Swimming
4632,USA,N,no harm,Fishing
4633,SIERRA LEONE,Y,Fatal,Sole cases or undescribed activities
4636, PHILIPPINES,Y,Fatal,Swimming
4637,PHILIPPINES,Y,Bitten,Swimming
4638,PHILIPPINES,N,Lower limbs,Sole cases or undescribed activities
4640,AUSTRALIA,N,No harm,Fishing
4641,USA,N,Lower limbs,Swimming
4642,CARIBBEAN SEA,Y,Fatal,Boating
4643,SOUTH AFRICA,Y,Fatal,Swimming
4644,SOUTH AFRICA,Y,Fatal,Swimming
4646,USA,N,Lower limbs,Swimming
4647,SAMOA,N,Minor,Sole cases or undescribed activities
4648,PANAMA,Y,Fatal,Sole cases or undescribed activities
4649,NICARAGUA,Y,Severe,Sole cases or undescribed activities
4650,SOUTH AFRICA,N,Lower limbs,Swimming
4651,SOUTH AFRICA,Y,Fatal,Sole cases or undescribed activities
4652,SOUTH AFRICA,N,Severe,Swimming
4653,SOUTH AFRICA,N,Lower limbs,Swimming
4654,INDIA,Y,Fatal,Swimming
4655,SOUTH AFRICA,Y,Fatal,Surfing
4656,AUSTRALIA,N,no harm,Fishing
4657,AUSTRALIA,N,Lower limbs,Surfing
4658,SOUTH AFRICA,Y,Fatal,Swimming
4659,SOUTH PACIFIC OCEAN,Y,Fatal,Sole cases or undescribed activities
4660,ITALY,Y,Fatal,Sole cases or undescribed activities
4661,NEW GUINEA,Y,Fatal,Sole cases or undescribed activities
4662,SOUTH AFRICA,Y,Fatal,Swimming
